Plate,Well
1093670873,P19
1093670873,P20
1093670873,P21
1093670873,P22
1093670873,P23
1093670873,P24
1093670866,A1
1093670866,A2
1093670866,A3
1093670866,A4
1093670866,A5
1093670866,A6
1093670866,A7
1093670866,A8
1093670866,A9
1093670866,A10
1093670866,A11
1093670866,A12
1093670866,A13
1093670866,A14
1093670866,A15
1093670866,A16
1093670866,A17
1093670866,A18
1093670866,A19
1093670866,A20
1093670866,A21
1093670866,A22
1093670866,A23
1093670866,A24
1093670866,B1
1093670866,B2
1093670866,B3
1093670866,B4
1093670866,B5
1093670866,B6
1093670866,B7
1093670866,B8
1093670866,B9
1093670866,B10
1093670866,B11
1093670866,B12
1093670866,B13
1093670866,B14
1093670866,B15
1093670866,B16
1093670866,B17
1093670866,B18
1093670866,B19
1093670866,B20
1093670866,B21
1093670866,B22
1093670866,B23
1093670866,B24
1093670866,C1
1093670866,C2
1093670866,C3
1093670866,C4
1093670866,C5
1093670866,C6
1093670866,C7
1093670866,C8
1093670866,C9
1093670866,C10
1093670866,C11
1093670866,C12
1093670866,C13
1093670866,C14
1093670866,C15
1093670866,C16
1093670866,C17
1093670866,C18
1093670866,C19
1093670866,C20
1093670866,C21
1093670866,C22
1093670866,C23
1093670866,C24
1093670866,D1
1093670866,D2
1093670866,D3
1093670866,D4
1093670866,D5
1093670866,D6
1093670866,D7
1093670866,D8
1093670866,D9
1093670866,D10
1093670866,D11
1093670866,D12
1093670866,D13
1093670866,D14
1093670866,D15
1093670866,D16
1093670866,D17
1093670866,D18
1093670866,D19
1093670866,D20
1093670866,D21
1093670866,D22
1093670866,D23
1093670866,D24
1093670866,E1
1093670866,E2
1093670866,E3
1093670866,E4
1093670866,E5
1093670866,E6
1093670866,E7
1093670866,E8
1093670866,E9
1093670866,E10
1093670866,E11
1093670866,E12
1093670866,E13
1093670866,E14
1093670866,E15
1093670866,E16
1093670866,E17
1093670866,E18
1093670866,E19
1093670866,E20
1093670866,E21
1093670866,E22
1093670866,E23
1093670866,E24
1093670866,F1
1093670866,F2
1093670866,F3
1093670866,F4
1093670866,F5
1093670866,F6
1093670866,F7
1093670866,F8
1093670866,F9
1093670866,F10
1093670866,F11
1093670866,F12
1093670866,F13
1093670866,F14
1093670866,F15
1093670866,F16
1093670866,F17
1093670866,F18
1093670866,F19
1093670866,F20
1093670866,F21
1093670866,F22
1093670866,F23
1093670866,F24
1093670866,G1
1093670866,G2
1093670866,G3
1093670866,G4
1093670866,G5
1093670866,G6
1093670866,G7
1093670866,G8
1093670866,G9
1093670866,G10
1093670866,G11
1093670866,G12
1093670866,G13
1093670866,G14
1093670866,G15
1093670866,G16
1093670866,G17
1093670866,G18
1093670866,G19
1093670866,G20
1093670866,G21
1093670866,G22
1093670866,G23
1093670866,G24
1093670866,H1
1093670866,H2
1093670866,H3
1093670866,H4
1093670866,H5
1093670866,H6
1093670866,H7
1093670866,H8
1093670866,H9
1093670866,H10
1093670866,H11
1093670866,H12
1093670866,H13
1093670866,H14
1093670866,H15
1093670866,H16
1093670866,H17
1093670866,H18
1093670866,H19
1093670866,H20
1093670866,H21
1093670866,H22
1093670866,H23
1093670866,H24
1093670866,I1
1093670866,I2
1093670866,I3
1093670866,I4
1093670866,I5
1093670866,I6
1093670866,I7
1093670866,I8
1093670866,I9
1093670866,I10
1093670866,I11
1093670866,I12
1093670866,I13
1093670866,I14
1093670866,I15
1093670866,I16
1093670866,I17
1093670866,I18
1093670866,I19
1093670866,I20
1093670866,I21
1093670866,I22
1093670866,I23
1093670866,I24
1093670866,J1
1093670866,J2
1093670866,J3
1093670866,J4
1093670866,J5
1093670866,J6
1093670866,J7
1093670866,J8
1093670866,J9
1093670866,J10
1093670866,J11
1093670866,J12
1093670866,J13
1093670866,J14
1093670866,J15
1093670866,J16
1093670866,J17
1093670866,J18
1093670866,J19
1093670866,J20
1093670866,J21
1093670866,J22
1093670866,J23
1093670866,J24
1093670866,K1
1093670866,K2
1093670866,K3
1093670866,K4
1093670866,K5
1093670866,K6
1093670866,K7
1093670866,K8
1093670866,K9
1093670866,K10
1093670866,K11
1093670866,K12
1093670866,K13
1093670866,K14
1093670866,K15
1093670866,K16
1093670866,K17
1093670866,K18
1093670866,K19
1093670866,K20
1093670866,K21
1093670866,K22
1093670866,K23
1093670866,K24
1093670866,L1
1093670866,L2
1093670866,L3
1093670866,L4
1093670866,L5
1093670866,L6
1093670866,L7
1093670866,L8
1093670866,L9
1093670866,L10
1093670866,L11
1093670866,L12
1093670866,L13
1093670866,L14
1093670866,L15
1093670866,L16
1093670866,L17
1093670866,L18
1093670866,L19
1093670866,L20
1093670866,L21
1093670866,L22
1093670866,L23
1093670866,L24
1093670866,M1
1093670866,M2
1093670866,M3
1093670866,M4
1093670866,M5
1093670866,M6
1093670866,M7
1093670866,M8
1093670866,M9
1093670866,M10
1093670866,M11
1093670866,M12
1093670866,M13
1093670866,M14
1093670866,M15
1093670866,M16
1093670866,M17
1093670866,M18
1093670866,M19
1093670866,M20
1093670866,M21
1093670866,M22
1093670866,M23
1093670866,M24
1093670866,N1
1093670866,N2
1093670866,N3
1093670866,N4
1093670866,N5
1093670866,N6
1093670866,N7
1093670866,N8
1093670866,N9
1093670866,N10
1093670866,N11
1093670866,N12
1093670866,N13
1093670866,N14
1093670866,N15
1093670866,N16
1093670866,N17
1093670866,N18
1093670866,N19
1093670866,N20
1093670866,N21
1093670866,N22
1093670866,N23
1093670866,N24
1093670866,O1
1093670866,O2
1093670866,O3
1093670866,O4
1093670866,O5
1093670866,O6
1093670866,O7
1093670866,O8
1093670866,O9
1093670866,O10
1093670866,O11
1093670866,O12
1093670866,O13
1093670866,O14
1093670866,O15
1093670866,O16
1093670866,O17
1093670866,O18
1093670866,O19
1093670866,O20
1093670866,O21
1093670866,O22
1093670866,O23
1093670866,O24
1093670866,P1
1093670866,P2
1093670866,P3
1093670866,P4
1093670866,P5
1093670866,P6
1093670866,P7
1093670866,P8
1093670866,P9
1093670866,P10
1093670866,P11
1093670866,P12
1093670866,P13
1093670866,P14
1093670866,P15
1093670866,P16
1093670866,P17
1093670866,P18
1093670866,P19
1093670866,P20
1093670866,P21
1093670866,P22
1093670866,P23
1093670866,P24
1093670842,A1
1093670842,A2
1093670842,A3
1093670842,A4
1093670842,A5
1093670842,A6
1093670842,A7
1093670842,A8
1093670842,A9
1093670842,A10
1093670842,A11
1093670842,A12
1093670842,A13
1093670842,A14
1093670842,A15
1093670842,A16
1093670842,A17
1093670842,A18
1093670842,A19
1093670842,A20
1093670842,A21
1093670842,A22
1093670842,A23
1093670842,A24
1093670842,B1
1093670842,B2
1093670842,B3
1093670842,B4
1093670842,B5
1093670842,B6
1093670842,B7
1093670842,B8
1093670842,B9
1093670842,B10
1093670842,B11
1093670842,B12
1093670842,B13
1093670842,B14
1093670842,B15
1093670842,B16
1093670842,B17
1093670842,B18
1093670842,B19
1093670842,B20
1093670842,B21
1093670842,B22
1093670842,B23
1093670842,B24
1093670842,C1
1093670842,C2
1093670842,C3
1093670842,C4
1093670842,C5
1093670842,C6
1093670842,C7
1093670842,C8
1093670842,C9
1093670842,C10
1093670842,C11
1093670842,C12
1093670842,C13
1093670842,C14
1093670842,C15
1093670842,C16
1093670842,C17
1093670842,C18
1093670842,C19
1093670842,C20
1093670842,C21
1093670842,C22
1093670842,C23
1093670842,C24
1093670842,D1
1093670842,D2
1093670842,D3
1093670842,D4
1093670842,D5
1093670842,D6
1093670842,D7
1093670842,D8
1093670842,D9
1093670842,D10
1093670842,D11
1093670842,D12
1093670842,D13
1093670842,D14
1093670842,D15
1093670842,D16
1093670842,D17
1093670842,D18
1093670842,D19
1093670842,D20
1093670842,D21
1093670842,D22
1093670842,D23
1093670842,D24
1093670842,E1
1093670842,E2
1093670842,E3
1093670842,E4
1093670842,E5
1093670842,E6
1093670842,E7
1093670842,E8
1093670842,E9
1093670842,E10
1093670842,E11
1093670842,E12
1093670842,E13
1093670842,E14
1093670842,E15
1093670842,E16
1093670842,E17
1093670842,E18
1093670842,E19
1093670842,E20
1093670842,E21
1093670842,E22
1093670842,E23
1093670842,E24
1093670842,F1
1093670842,F2
1093670842,F3
1093670842,F4
1093670842,F5
1093670842,F6
1093670842,F7
1093670842,F8
1093670842,F9
1093670842,F10
1093670842,F11
1093670842,F12
1093670842,F13
1093670842,F14
1093670842,F15
1093670842,F16
1093670842,F17
1093670842,F18
1093670842,F19
1093670842,F20
1093670842,F21
1093670842,F22
1093670842,F23
1093670842,F24
1093670842,G1
1093670842,G2
1093670842,G3
1093670842,G4
1093670842,G5
1093670842,G6
1093670842,G7
1093670842,G8
1093670842,G9
1093670842,G10
1093670842,G11
1093670842,G12
1093670842,G13
1093670842,G14
1093670842,G15
1093670842,G16
1093670842,G17
1093670842,G18
1093670842,G19
1093670842,G20
1093670842,G21
1093670842,G22
1093670842,G23
1093670842,G24
1093670842,H1
1093670842,H2
1093670842,H3
1093670842,H4
1093670842,H5
1093670842,H6
1093670842,H7
1093670842,H8
1093670842,H9
1093670842,H10
1093670842,H11
1093670842,H12
1093670842,H13
1093670842,H14
1093670842,H15
1093670842,H16
1093670842,H17
1093670842,H18
1093670842,H19
1093670842,H20
1093670842,H21
1093670842,H22
1093670842,H23
1093670842,H24
1093670842,I1
1093670842,I2
1093670842,I3
1093670842,I4
1093670842,I5
1093670842,I6
1093670842,I7
1093670842,I8
1093670842,I9
1093670842,I10
1093670842,I11
1093670842,I12
1093670842,I13
1093670842,I14
1093670842,I15
1093670842,I16
1093670842,I17
1093670842,I18
1093670842,I19
1093670842,I20
1093670842,I21
1093670842,I22
1093670842,I23
1093670842,I24
1093670842,J1
1093670842,J2
1093670842,J3
1093670842,J4
1093670842,J5
1093670842,J6
1093670842,J7
1093670842,J8
1093670842,J9
1093670842,J10
1093670842,J11
1093670842,J12
1093670842,J13
1093670842,J14
1093670842,J15
1093670842,J16
1093670842,J17
1093670842,J18
1093670842,J19
1093670842,J20
1093670842,J21
1093670842,J22
1093670842,J23
1093670842,J24
1093670842,K1
1093670842,K2
1093670842,K3
1093670842,K4
1093670842,K5
1093670842,K6
1093670842,K7
1093670842,K8
1093670842,K9
1093670842,K10
1093670842,K11
1093670842,K12
1093670842,K13
1093670842,K14
1093670842,K15
1093670842,K16
1093670842,K17
1093670842,K18
1093670842,K19
1093670842,K20
1093670842,K21
1093670842,K22
1093670842,K23
1093670842,K24
1093670842,L1
1093670842,L2
1093670842,L3
1093670842,L4
1093670842,L5
1093670842,L6
1093670842,L7
1093670842,L8
1093670842,L9
1093670842,L10
1093670842,L11
1093670842,L12
1093670842,L13
1093670842,L14
1093670842,L15
1093670842,L16
1093670842,L17
1093670842,L18
1093670842,L19
1093670842,L20
1093670842,L21
1093670842,L22
1093670842,L23
1093670842,L24
1093670842,M1
1093670842,M2
1093670842,M3
1093670842,M4
1093670842,M5
1093670842,M6
1093670842,M7
1093670842,M8
1093670842,M9
1093670842,M10
1093670842,M11
1093670842,M12
1093670842,M13
1093670842,M14
1093670842,M15
1093670842,M16
1093670842,M17
1093670842,M18
1093670842,M19
1093670842,M20
1093670842,M21
1093670842,M22
1093670842,M23
1093670842,M24
1093670842,N1
1093670842,N2
1093670842,N3
1093670842,N4
1093670842,N5
1093670842,N6
1093670842,N7
1093670842,N8
1093670842,N9
1093670842,N10
1093670842,N11
1093670842,N12
1093670842,N13
1093670842,N14
1093670842,N15
1093670842,N16
1093670842,N17
1093670842,N18
1093670842,N19
1093670842,N20
1093670842,N21
1093670842,N22
1093670842,N23
1093670842,N24
1093670842,O1
1093670842,O2
1093670842,O3
1093670842,O4
1093670842,O5
1093670842,O6
1093670842,O7
1093670842,O8
1093670842,O9
1093670842,O10
1093670842,O11
1093670842,O12
1093670842,O13
1093670842,O14
1093670842,O15
1093670842,O16
1093670842,O17
1093670842,O18
1093670842,O19
1093670842,O20
1093670842,O21
1093670842,O22
1093670842,O23
1093670842,O24
1093670842,P1
1093670842,P2
1093670842,P3
1093670842,P4
1093670842,P5
1093670842,P6
1093670842,P7
1093670842,P8
1093670842,P9
1093670842,P10
1093670842,P11
1093670842,P12
1093670842,P13
1093670842,P14
1093670842,P15
1093670842,P16
1093670842,P17
1093670842,P18
1093670842,P19
1093670842,P20
1093670842,P21
1093670842,P22
1093670842,P23
1093670842,P24
1093670859,A1
1093670859,A2
1093670859,A3
1093670859,A4
1093670859,A5
1093670859,A6
1093670859,A7
1093670859,A8
1093670859,A9
1093670859,A10
1093670859,A11
1093670859,A12
1093670859,A13
1093670859,A14
1093670859,A15
1093670859,A16
1093670859,A17
1093670859,A18
1093670859,A19
1093670859,A20
1093670859,A21
1093670859,A22
1093670859,A23
1093670859,A24
1093670859,B1
1093670859,B2
1093670859,B3
1093670859,B4
1093670859,B5
1093670859,B6
1093670859,B7
1093670859,B8
1093670859,B9
1093670859,B10
1093670859,B11
1093670859,B12
1093670859,B13
1093670859,B14
1093670859,B15
1093670859,B16
1093670859,B17
1093670859,B18
1093670859,B19
1093670859,B20
1093670859,B21
1093670859,B22
1093670859,B23
1093670859,B24
1093670859,C1
1093670859,C2
1093670859,C3
1093670859,C4
1093670859,C5
1093670859,C6
1093670859,C7
1093670859,C8
1093670859,C9
1093670859,C10
1093670859,C11
1093670859,C12
1093670859,C13
1093670859,C14
1093670859,C15
1093670859,C16
1093670859,C17
1093670859,C18
1093670859,C19
1093670859,C20
1093670859,C21
1093670859,C22
1093670859,C23
1093670859,C24
1093670859,D1
1093670859,D2
1093670859,D3
1093670859,D4
1093670859,D5
1093670859,D6
1093670859,D7
1093670859,D8
1093670859,D9
1093670859,D10
1093670859,D11
1093670859,D12
1093670859,D13
1093670859,D14
1093670859,D15
1093670859,D16
1093670859,D17
1093670859,D18
1093670859,D19
1093670859,D20
1093670859,D21
1093670859,D22
1093670859,D23
1093670859,D24
1093670859,E1
1093670859,E2
1093670859,E3
1093670859,E4
1093670859,E5
1093670859,E6
1093670859,E7
1093670859,E8
1093670859,E9
1093670859,E10
1093670859,E11
1093670859,E12
1093670859,E13
1093670859,E14
1093670859,E15
1093670859,E16
1093670859,E17
1093670859,E18
1093670859,E19
1093670859,E20
1093670859,E21
1093670859,E22
1093670859,E23
1093670859,E24
1093670859,F1
1093670859,F2
1093670859,F3
1093670859,F4
1093670859,F5
1093670859,F6
1093670859,F7
1093670859,F8
1093670859,F9
1093670859,F10
1093670859,F11
1093670859,F12
1093670859,F13
1093670859,F14
1093670859,F15
1093670859,F16
1093670859,F17
1093670859,F18
1093670859,F19
1093670859,F20
1093670859,F21
1093670859,F22
1093670859,F23
1093670859,F24
1093670859,G1
1093670859,G2
1093670859,G3
1093670859,G4
1093670859,G5
1093670859,G6
1093670859,G7
1093670859,G8
1093670859,G9
1093670859,G10
1093670859,G11
1093670859,G12
1093670859,G13
1093670859,G14
1093670859,G15
1093670859,G16
1093670859,G17
1093670859,G18
1093670859,G19
1093670859,G20
1093670859,G21
1093670859,G22
1093670859,G23
1093670859,G24
1093670859,H1
1093670859,H2
1093670859,H3
1093670859,H4
1093670859,H5
1093670859,H6
1093670859,H7
1093670859,H8
1093670859,H9
1093670859,H10
1093670859,H11
1093670859,H12
1093670859,H13
1093670859,H14
1093670859,H15
1093670859,H16
1093670859,H17
1093670859,H18
1093670859,H19
1093670859,H20
1093670859,H21
1093670859,H22
1093670859,H23
1093670859,H24
1093670859,I1
1093670859,I2
1093670859,I3
1093670859,I4
1093670859,I5
1093670859,I6
1093670859,I7
1093670859,I8
1093670859,I9
1093670859,I10
1093670859,I11
1093670859,I12
1093670859,I13
1093670859,I14
1093670859,I15
1093670859,I16
1093670859,I17
1093670859,I18
1093670859,I19
1093670859,I20
1093670859,I21
1093670859,I22
1093670859,I23
1093670859,I24
1093670859,J1
1093670859,J2
1093670859,J3
1093670859,J4
1093670859,J5
1093670859,J6
1093670859,J7
1093670859,J8
1093670859,J9
1093670859,J10
1093670859,J11
1093670859,J12
1093670859,J13
1093670859,J14
1093670859,J15
1093670859,J16
1093670859,J17
1093670859,J18
1093670859,J19
1093670859,J20
1093670859,J21
1093670859,J22
1093670859,J23
1093670859,J24
1093670859,K1
1093670859,K2
1093670859,K3
1093670859,K4
1093670859,K5
1093670859,K6
1093670859,K7
1093670859,K8
1093670859,K9
1093670859,K10
1093670859,K11
1093670859,K12
1093670859,K13
1093670859,K14
1093670859,K15
1093670859,K16
1093670859,K17
1093670859,K18
1093670859,K19
1093670859,K20
1093670859,K21
1093670859,K22
1093670859,K23
1093670859,K24
1093670859,L1
1093670859,L2
1093670859,L3
1093670859,L4
1093670859,L5
1093670859,L6
1093670859,L7
1093670859,L8
1093670859,L9
1093670859,L10
1093670859,L11
1093670859,L12
1093670859,L13
1093670859,L14
1093670859,L15
1093670859,L16
1093670859,L17
1093670859,L18
1093670859,L19
1093670859,L20
1093670859,L21
1093670859,L22
1093670859,L23
1093670859,L24
1093670859,M1
1093670859,M2
1093670859,M3
1093670859,M4
1093670859,M5
1093670859,M6
1093670859,M7
1093670859,M8
1093670859,M9
1093670859,M10
1093670859,M11
1093670859,M12
1093670859,M13
1093670859,M14
1093670859,M15
1093670859,M16
1093670859,M17
1093670859,M18
1093670859,M19
1093670859,M20
1093670859,M21
1093670859,M22
1093670859,M23
1093670859,M24
1093670859,N1
1093670859,N2
1093670859,N3
1093670859,N4
1093670859,N5
1093670859,N6
1093670859,N7
1093670859,N8
1093670859,N9
1093670859,N10
1093670859,N11
1093670859,N12
1093670859,N13
1093670859,N14
1093670859,N15
1093670859,N16
1093670859,N17
1093670859,N18
1093670859,N19
1093670859,N20
1093670859,N21
1093670859,N22
1093670859,N23
1093670859,N24
1093670859,O1
1093670859,O2
1093670859,O3
1093670859,O4
1093670859,O5
1093670859,O6
1093670859,O7
1093670859,O8
1093670859,O9
1093670859,O10
1093670859,O11
1093670859,O12
1093670859,O13
1093670859,O14
1093670859,O15
1093670859,O16
1093670859,O17
1093670859,O18
1093670859,O19
1093670859,O20
1093670859,O21
1093670859,O22
1093670859,O23
1093670859,O24
1093670859,P1
1093670859,P2
1093670859,P3
1093670859,P4
1093670859,P5
1093670859,P6
1093670859,P7
1093670859,P8
1093670859,P9
1093670859,P10
1093670859,P11
1093670859,P12
1093670859,P13
1093670859,P14
1093670859,P15
1093670859,P16
1093670859,P17
1093670859,P18
1093670859,P19
1093670859,P20
1093670859,P21
1093670859,P22
1093670859,P23
1093670859,P24
