Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Proprietary Compound,Compound Concentration (microMolar),Compound InChIKey,Compound SMILES,Comment [Gene Identifier],Comment [Gene Symbol],Control Type,Channels,Score,Has Phenotype,Phenoptye Annotation Level,Phenotype,Phenotype Term Name,Phenotype Term Accession
1093670866,B6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0024162635,0.001,,,3456,IFNB1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,74.86142731,,,,,
1093670866,B7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0024162635,0.0003,,,3456,IFNB1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,77.50712585,,,,,
1093670866,B8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0024162635,0.00003,,,3456,IFNB1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,75.73786926,,,,,
1093670866,B9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,30,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1311.912231,,,,,
1093670866,B10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,10,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1521.557983,,,,,
1093670866,B11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,3.125,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1447.112671,,,,,
1093670866,B12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,1.25,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1142.191162,,,,,
1093670866,B13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.3,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,285.2322998,,,,,
1093670866,B14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.1,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,53.83070374,,,,,
1093670866,B15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.03,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,48.58972168,,,,,
1093670866,B16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.0125,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,70.4615097,,,,,
1093670866,B17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.003,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,60.21900558,,,,,
1093670866,B18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.001,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,59.01194,,,,,
1093670866,B19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.0003,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,68.99741364,,,,,
1093670866,B20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1106277088,0.00003,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,64.71417999,,,,,
1093670866,B21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,30,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,230.5301056,,,,,
1093670866,B22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,10,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,494.3994751,,,,,
1093670866,B23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,3.125,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,839.4165649,,,,,
1093670866,B24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,1.25,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,545.4509888,,,,,
1093670866,C1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.3,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,58.26693344,,,,,
1093670866,C2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.1,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,45.34511566,,,,,
1093670866,C3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.03,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,75.41218567,,,,,
1093670866,C4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.0125,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,58.43060303,,,,,
1093670866,C5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,61.67163849,,,,,
1093670866,C6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Stimulator Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,643.3015747,,,,,
1093670866,C7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,46.17924118,,,,,
1093670866,C8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.003,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,60.08927536,,,,,
1093670866,C9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.001,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,85.20248413,,,,,
1093670866,C10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.0003,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,60.97159576,,,,,
1093670866,C11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1044003383,0.00003,,,4780,NFE2L2,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,53.77677155,,,,,
1093670866,C12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,30,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,929.9001465,,,,,
1093670866,C13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,10,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,249.9854279,,,,,
1093670866,C14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,3.125,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,125.433136,,,,,
1093670866,C15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,1.25,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,105.2557831,,,,,
1093670866,C16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,70.18148041,,,,,
1093670866,C17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Stimulator Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,666.9666138,,,,,
1093670866,C18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,71.88420868,,,,,
1093670866,C19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.3,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,62.94960022,,,,,
1093670866,C20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.1,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,59.39913177,,,,,
1093670866,C21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.03,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,68.71378326,,,,,
1093670866,C22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.0125,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,68.30847931,,,,,
1093670866,C23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.003,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,67.66496277,,,,,
1093670866,C24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.001,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,62.07394028,,,,,
1093670866,D1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.0003,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,77.98656464,,,,,
1093670866,D2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1140243734,0.00003,,,2264,FGFR4,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,46.65802765,,,,,
1093670866,D3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,30,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1077.795532,,,,,
1093670866,D4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,10,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,987.4335327,,,,,
1093670866,D5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,3.125,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,988.475708,,,,,
1093670866,D6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,1.25,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,755.932373,,,,,
1093670866,D7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.3,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,174.9529419,,,,,
1093670866,D8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.1,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,81.80648804,,,,,
1093670866,D9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.03,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,38.82777786,,,,,
1093670866,D10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.0125,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,68.123909,,,,,
1093670866,D11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.003,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,56.95890427,,,,,
1093670866,D12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.001,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,52.18043518,,,,,
1093670866,D13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.0003,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,87.10042572,,,,,
1093670866,D14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0199179571,0.00003,,,476,ATP1A1,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,69.82829285,,,,,
1093670866,D15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,30,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1496.575317,,,,,
1093670866,D16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,10,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1391.320313,,,,,
1093670866,D17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,3.125,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1457.854492,,,,,
1093670866,D18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,1.25,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1366.376099,,,,,
1093670866,D19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.3,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1279.831055,,,,,
1093670866,D20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.1,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,178.0599213,,,,,
1093670866,D21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.03,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,74.99573517,,,,,
1093670866,D22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.0125,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,71.17105865,,,,,
1093670866,D23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.003,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,59.15457916,,,,,
1093670866,D24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.001,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,77.4987793,,,,,
1093670866,E1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.0003,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,43.62991333,,,,,
1093670866,E2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0185717327,0.00003,,,6792,CDKL5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,45.42054749,,,,,
1093670866,E3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,30,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,799.6928101,,,,,
1093670866,E4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,10,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,915.7973022,,,,,
1093670866,E5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,3.125,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,817.6745605,,,,,
1093670866,E6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,1.25,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,631.0576172,,,,,
1093670866,E7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.3,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,106.1887131,,,,,
1093670866,E8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.1,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,98.98239899,,,,,
1093670866,E9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,63.87702942,,,,,
1093670866,E10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Stimulator Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,685.5109863,,,,,
1093670866,E11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,67.28388977,,,,,
1093670866,E12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.03,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,85.15292358,,,,,
1093670866,E13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.0125,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,83.66732788,,,,,
1093670866,E14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.003,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,62.8298378,,,,,
1093670866,E15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.001,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,45.64590454,,,,,
1093670866,E16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.0003,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,77.94116974,,,,,
1093670866,E17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1060843667,0.00003,,,3678,ITGA5,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,120.6448441,,,,,
1093670866,E18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,30,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1330.741333,,,,,
1093670866,E19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,10,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1484.750122,,,,,
1093670866,E20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,63.17241669,,,,,
1093670866,E21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Stimulator Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,649.0167847,,,,,
1093670866,E22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,,,,,,,Neutral Control,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,57.94886398,,,,,
1093670866,E23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,3.125,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1367.413574,,,,,
1093670866,E24,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,1.25,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1274.848633,,,,,
1093670866,F1,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.3,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,553.9868164,,,,,
1093670866,F2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.1,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,106.032547,,,,,
1093670866,F3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.03,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,42.13247681,,,,,
1093670866,F4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.0125,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,62.50706863,,,,,
1093670866,F5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.003,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,144.4563751,,,,,
1093670866,F6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.001,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,56.99801254,,,,,
1093670866,F7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.0003,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,77.84422302,,,,,
1093670866,F8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN0031212809,0.00003,,,8325,FZD8,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,46.53160477,,,,,
1093670866,F9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,30,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,918.2797241,,,,,
1093670866,F10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,10,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,979.5718384,,,,,
1093670866,F11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,3.125,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1327.110596,,,,,
1093670866,F12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,1.25,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1414.433228,,,,,
1093670866,F13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,0.3,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1142.9729,,,,,
1093670866,F14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,0.1,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1435.221313,,,,,
1093670866,F15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,0.03,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1211.737183,,,,,
1093670866,F16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,0.0125,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,1294.727295,,,,,
1093670866,F17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa - mScarlet-fascin/fascin KD,SN1046633507,0.003,,,1025,CDK9,,CellEvent Caspase-3/7 Green Detection Reagent; mScarlet,154.1251984,,,,,
