Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Compound Name,Compound PubChem CID,Proprietary Compound,Compound InChIKey,Compound SMILES,Comment [Gene Identifier],Comment [Gene Symbol],Control Type,Comment [Control Type Comments],Quality Control,Channels
1093711538,F6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1047425326,,,472,ATM,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,F7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1032582510,,,2864,FFAR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,F8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1034368015,,,1956,EGFR,,,Fail,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,F9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151663272,,,4088,SMAD3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0017001492,,,3672,ITGA1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151661550,,,4128,MAOA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1009016139,,,4986,OPRK1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0208201189,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0213846474,,,51053,GMNN,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151662470,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1122801381,,,1453,CSNK1D,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1063810345,,,1128,CHRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1003392330,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0183562940,,,3351,HTR1B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1000885155,,,4018,LPA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0115888118,,,3290,HSD11B1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1045618008,,,56923,NMUR2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0151062372,,,51053,GMNN,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140253373,,,4780,NFE2L2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151665013,,,2475,MTOR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1055377585,,,604,BCL6,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1044248844,,,1230,CCR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1062470966,,,1436,CSF1R,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151664107,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0024786741,,,766,CA7,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,G9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1044707138,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0039509855,,,3351,HTR1B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0180100313,,,4047,LSS,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1057808879,,,553,AVPR1B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123523028,,,3757,KCNH2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1056437244,,,419,ART3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123521943,,,412,STS,,,Pass,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140238209,,,3757,KCNH2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1052618520,,,2064,ERBB2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0031867691,,,5743,PTGS2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0117376890,,,3358,HTR2C,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123573134,,,1565,CYP2D6,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1094655834,,,4306,NR3C2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Neutral Control,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,,,,,,Stimulator Control,Leptomycin b blocks nuclear export of fascin,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0014789752,,,545,ATR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1052490009,,,623,BDKRB1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1089828558,,,5894,RAF1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,H9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1039153517,,,1544,CYP1A2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1025644620,,,5602,MAPK10,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0215167613,,,1723,DHODH,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1034230842,,,56950,SMYD2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1011233653,,,4985,OPRD1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1053576731,,,3351,HTR1B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0212063894,,,134,ADORA1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1049269524,,,3791,KDR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1151661701,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1017877408,,,6714,SRC,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0215263649,,,6790,AURKA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0022226496,,,4322,MMP13,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1054482596,,,3815,KIT,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0017557148,,,148,ADRA1A,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1070372218,,,5644,PRSS1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1068003206,,,4000,LMNA,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0054280952,,,11213,IRAK3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0021537682,,,55781,RIOK2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1021727328,,,5595,MAPK3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1063523109,,,1128,CHRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1061952913,,,1131,CHRM3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1027244291,,,55775,TDP1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,I9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1071317162,,,59341,TRPV4,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123527633,,,10013,HDAC6,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1107711541,,,156,ADRBK1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1040354377,,,1813,DRD2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1105187130,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1138069545,,,25,ABL1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1071162164,,,4986,OPRK1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0019572593,,,2554,GABRA1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1110472695,,,3357,HTR2B,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1048614438,,,1268,CNR1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1069115580,,,2908,NR3C1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0213070135,,,3738,KCNA3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1036715725,,,3480,IGF1R,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1037634658,,,140,ADORA3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123541122,,,1956,EGFR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0039455904,,,2100,ESR2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0018978244,,,1066,CES1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J4,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0166649416,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J5,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0031441456,,,3791,KDR,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J6,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1047968983,,,3177,SLC29A2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J7,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1000085503,,,1559,CYP2C9,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J8,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0029553050,,,1432,MAPK14,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,J9,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0011675210,,,1020,CDK5,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K10,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140240705,,,23643,LY96,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K11,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1052847733,,,5743,PTGS2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K12,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0124405111,,,4313,MMP2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K13,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123524618,,,3757,KCNH2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K14,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140237775,,,4988,OPRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K15,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123530931,,,4887,NPY2R,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K16,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1017150789,,,729230,CCR2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K17,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123529591,,,4988,OPRM1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K18,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140239634,,,55283,MCOLN3,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K19,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1123530780,,,10919,EHMT2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K2,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1066458780,,,5584,PRKCI,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K20,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN0031199410,,,84649,DGAT2,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K21,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1043289458,,,4353,MPO,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K22,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1140241356,,,,,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K23,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1039098981,,,23621,BACE1,,,,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
1093711538,K3,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,,,SN1048578444,,,898,CCNE1,,,Pass,Hoechst:DNA; Alexa Fluor 488 phalloidin:actin; mScarlet:fascin; iRFP:nuclear actin chromobody (nAC)
